Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Vezio;6938;00;3869;Alto Malcantone;5237;TI;100%;2711793;1100320;it;01.07.2008
Fescoggia;6938;01;3871;Alto Malcantone;5237;TI;100%;2711345;1099788;it;01.07.2008
Mugena;6939;01;3868;Alto Malcantone;5237;TI;100%;2712331;1100663;it;01.07.2008
Arosio;6939;02;3867;Alto Malcantone;5237;TI;100%;2713248;1100648;it;01.07.2008
Savosa;6942;00;3890;Savosa;5221;TI;96.98%;2716624;1097476;it;01.07.2008
Savosa;6942;00;3890;Porza;5214;TI;3.02%;2716674;1097835;it;01.07.2008
Vezia;6943;00;3891;Vezia;5231;TI;99.83%;2716056;1098081;it;01.07.2008
Vezia;6943;00;3891;Lugano;5192;TI;0.17%;2715632.235;1097278.734;it;01.07.2008
Cureglia;6944;00;3896;Cureglia;5180;TI;98.68%;2716607;1099476;it;01.07.2008
Cureglia;6944;00;3896;Lamone;5189;TI;0.82%;2716130;1099992;it;01.07.2008
Cureglia;6944;00;3896;Comano;5176;TI;0.49%;2716913;1099534;it;01.07.2008
Origlio;6945;00;3897;Origlio;5208;TI;99.86%;2716729;1101200;it;01.07.2008
Origlio;6945;00;3897;Ponte Capriasca;5212;TI;0.14%;2717156;1101651;it;01.07.2008
Ponte Capriasca;6946;00;3898;Ponte Capriasca;5212;TI;100%;2725771.959;1109366.512;it;01.07.2008
Vaglio;6947;00;3899;Capriasca;5226;TI;100%;2717489;1102172;it;01.07.2008
Porza;6948;00;3892;Porza;5214;TI;99.69%;2717353;1098470;it;01.07.2008
Porza;6948;00;3892;Savosa;5221;TI;0.32%;2717022.3;1098017.413;it;01.07.2008
Comano;6949;00;3872;Comano;5176;TI;100%;2717414;1099440;it;01.07.2008
Tesserete;6950;00;3893;Capriasca;5226;TI;100%;2718350;1103140;it;01.07.2008
Insone;6951;08;3903;Lugano;5192;TI;100%;2723077;1105132;it;01.07.2008
Scareglia;6951;17;3910;Lugano;5192;TI;100%;2723554;1105568;it;01.07.2008
Colla;6951;18;3911;Lugano;5192;TI;100%;2724967;1105914;it;01.07.2008
Bogno;6951;19;3912;Lugano;5192;TI;100%;2725614;1105622;it;01.07.2008
Cozzo;6951;20;3913;Lugano;5192;TI;100%;2725567;1106340;it;01.07.2008
Signôra;6951;23;3916;Lugano;5192;TI;100%;2724373;1105849;it;01.07.2008
Canobbio;6952;00;3922;Canobbio;5167;TI;100%;2718276;1099295;it;01.07.2008
Lugaggia;6953;00;3902;Capriasca;5226;TI;100%;2718660;1102009;it;01.07.2008
Sala Capriasca;6954;00;3900;Capriasca;5226;TI;100%;2717378;1102806;it;01.07.2008
Bigorio;6954;01;3901;Capriasca;5226;TI;100%;2717422;1103464;it;01.07.2008
Cagiallo;6955;00;3914;Capriasca;5226;TI;100%;2718731;1102845;it;01.07.2008
Oggio;6955;01;3915;Capriasca;5226;TI;100%;2719792;1103464;it;01.07.2008
Lopagno;6956;00;3906;Capriasca;5226;TI;100%;2719089;1103116;it;01.07.2008
Roveredo TI;6957;00;3907;Capriasca;5226;TI;100%;2719487;1103620;it;01.07.2008
Bidogno;6958;00;3908;Capriasca;5226;TI;100%;2720733;1104299;it;01.07.2008
Corticiasca;6958;02;3909;Capriasca;5226;TI;99.57%;2722021;1105203;it;01.07.2008
Corticiasca;6958;02;3909;Lugano;5192;TI;0.44%;2722772.049;1105807.142;it;01.07.2008
Maglio di Colla;6959;00;3918;Lugano;5192;TI;100%;2724077;1105189;it;01.07.2008
Certara;6959;02;3919;Lugano;5192;TI;100%;2725388;1104935;it;01.07.2008
Curtina;6959;03;3920;Lugano;5192;TI;100%;2722613;1104584;it;01.07.2008
Cimadera;6959;04;3917;Lugano;5192;TI;100%;2724385;1104269;it;01.07.2008
Piandera Paese;6959;05;3921;Lugano;5192;TI;100%;2723847;1104723;it;01.07.2008
Odogno;6960;00;9652;Capriasca;5226;TI;100%;2718466;1105308;it;01.07.2008
Viganello;6962;00;3923;Lugano;5192;TI;100%;2718626;1096864;it;01.07.2008
Pregassona;6963;00;3926;Lugano;5192;TI;100%;2718783;1097921;it;01.07.2008
Cureggia;6963;02;6033;Lugano;5192;TI;100%;2719637;1097760;it;01.07.2008
Davesco-Soragno;6964;00;3927;Lugano;5192;TI;100%;2719349;1099361;it;01.07.2008
Cadro;6965;00;3928;Lugano;5192;TI;100%;2719791;1100530;it;01.07.2008
Villa Luganese;6966;00;3929;Lugano;5192;TI;100%;2720375;1101378;it;01.07.2008
Dino;6967;00;3930;Lugano;5192;TI;100%;2719520;1101331;it;01.07.2008
Sonvico;6968;00;3931;Lugano;5192;TI;100%;2720407;1102165;it;01.07.2008
Aldesago;6974;00;3932;Lugano;5192;TI;100%;2719296;1096378;it;01.07.2008
Castagnola;6976;00;3933;Lugano;5192;TI;100%;2719366;1095639;it;01.07.2008
Ruvigliana;6977;00;3934;Lugano;5192;TI;100%;2719199;1095981;it;01.07.2008
Gandria;6978;00;3935;Lugano;5192;TI;100%;2721191;1096127;it;01.07.2008
Brè sopra Lugano;6979;00;3873;Lugano;5192;TI;100%;2720713;1096773;it;01.07.2008
Castelrotto;6980;00;3946;Tresa;5239;TI;99.73%;2708434;1094644;it;01.07.2008
Castelrotto;6980;00;3946;Lema;5395;TI;0.27%;2708947.214;1095453.873;it;01.07.2008
Bedigliora;6981;11;3944;Lema;5395;TI;100%;2708683;1095546;it;01.07.2008
Bombinasco;6981;15;3947;Lema;5395;TI;100%;2708051;1096774;it;01.07.2008
Banco;6981;16;3948;Lema;5395;TI;100%;2708870;1096364;it;01.07.2008
Beride di Bedigliora;6981;17;10735;Lema;5395;TI;100%;2708061;1095475;it;01.02.2021
Agno;6982;00;3957;Agno;5141;TI;99.66%;2713228;1095388;it;01.07.2008
Agno;6982;00;3957;Muzzano;5205;TI;0.17%;2713922;1095246;it;01.07.2008
Agno;6982;00;3957;Bioggio;5151;TI;0.17%;2713983;1095870;it;01.07.2008
Magliaso;6983;00;3958;Magliaso;5193;TI;96.45%;2712473;1093266;it;01.07.2008
Magliaso;6983;00;3958;Neggio;5206;TI;3.55%;2711489;1093556;it;01.07.2008
Pura;6984;00;3959;Pura;5216;TI;100%;2710962;1093452;it;01.07.2008
Novaggio;6986;00;3961;Lema;5395;TI;100%;2709745;1096373;it;01.07.2008
Miglieglia;6986;02;3950;Lema;5395;TI;100%;2709874;1098036;it;01.07.2008
Curio;6986;03;3960;Lema;5395;TI;100%;2710227;1095552;it;01.07.2008
Caslano;6987;00;3962;Caslano;5171;TI;100%;2711630;1092323;it;01.07.2008
Ponte Tresa;6988;00;3963;Tresa;5239;TI;100%;2710080;1091909;it;01.07.2008
Purasca;6989;00;3951;Tresa;5239;TI;100%;2709344;1092906;it;01.07.2008
Cassina d'Agno;6990;00;3937;Agno;5141;TI;100%;2712618;1094446;it;01.07.2008
Neggio;6991;00;3938;Neggio;5206;TI;100%;2711696;1093921;it;01.07.2008
Vernate;6992;00;3939;Vernate;5230;TI;99.60%;2712169;1094628;it;01.07.2008
Vernate;6992;00;3939;Agno;5141;TI;0.40%;2712356.167;1094653.961;it;01.07.2008
Cimo;6992;01;3942;Bioggio;5151;TI;99.69%;2712596;1095781;it;01.07.2008
Cimo;6992;01;3942;Agno;5141;TI;0.31%;2712852;1095662;it;01.07.2008
Iseo;6993;00;3940;Bioggio;5151;TI;100%;2711765;1095819;it;01.07.2008
Aranno;6994;00;3941;Aranno;5143;TI;100%;2710932;1097175;it;01.07.2008
Madonna del Piano;6995;02;6130;Tresa;5239;TI;100%;2708209;1093910;it;01.07.2008
Sessa;6997;00;3955;Tresa;5239;TI;100%;2706863;1095273;it;01.07.2008
Monteggio;6998;01;9792;Tresa;5239;TI;100%;2706129;1094528;it;01.01.2018
Astano;6999;00;3949;Lema;5395;TI;100%;2706647;1096585;it;01.07.2008
Chur;7000;00;3970;Chur;3901;GR;99.35%;2759419;1191617;de;01.07.2008
Chur;7000;00;3970;Churwalden;3911;GR;0.65%;2760952;1188995;de;01.07.2008
Felsberg;7012;00;3993;Felsberg;3731;GR;100%;2755336;1190303;de;01.07.2008
Domat/Ems;7013;00;3994;Domat/Ems;3722;GR;100%;2753549;1188880;multiple;01.07.2008
Trin;7014;00;4019;Trin;3734;GR;100%;2746546;1188183;rm;01.07.2008
Tamins;7015;00;3995;Tamins;3733;GR;96.75%;2750224;1188373;de;01.07.2008
Tamins;7015;00;3995;Trin;3734;GR;3.25%;2748302;1188307;de;01.07.2008
Trin Mulin;7016;00;4020;Trin;3734;GR;100%;2744988;1188590;rm;01.07.2008
Flims Dorf;7017;00;3997;Flims;3732;GR;100%;2740914;1188991;rm;01.07.2008
Flims Waldhaus;7018;00;3998;Flims;3732;GR;100%;2741133;1188164;rm;01.07.2008
Fidaz;7019;00;4021;Flims;3732;GR;100%;2742567;1189376;rm;01.07.2008
Haldenstein;7023;00;3999;Chur;3901;GR;100%;2759142;1194022;de;01.07.2008
Maladers;7026;00;4000;Chur;3901;GR;100%;2762039;1189648;de;01.07.2008
Castiel;7027;00;4023;Arosa;3921;GR;100%;2765225;1189986;de;01.07.2008
Lüen;7027;01;4022;Arosa;3921;GR;100%;2765956;1189360;de;01.07.2008
Calfreisen;7027;03;5976;Arosa;3921;GR;100%;2764476;1190172;de;01.07.2008
St. Peter;7028;00;4024;Arosa;3921;GR;100%;2768763;1189726;de;01.07.2008
Pagig;7028;01;4025;Arosa;3921;GR;100%;2767872;1189890;de;01.07.2008
Peist;7029;00;4027;Arosa;3921;GR;100%;2770687;1189409;de;01.07.2008
Laax GR;7031;00;4001;Laax;3575;GR;100%;2739382.249;1185814.171;rm;01.07.2008
Laax GR 2;7032;00;4003;Laax;3575;GR;93.84%;2738871;1187505;rm;01.07.2008
Laax GR 2;7032;00;4003;Falera;3572;GR;6.16%;2735377;1188450;rm;01.07.2008
Arosa;7050;00;4004;Arosa;3921;GR;100%;2770915;1183476;de;01.07.2008
Molinis;7056;00;4026;Arosa;3921;GR;100%;2768982;1188519;de;01.07.2008
Langwies;7057;00;4028;Arosa;3921;GR;100%;2774368;1188407;de;01.07.2008
Litzirüti;7058;00;4030;Arosa;3921;GR;100%;2772772;1185577;de;01.07.2008
Passugg;7062;00;4006;Churwalden;3911;GR;100%;2761155;1188244;de;01.04.2014
Praden;7063;00;4007;Chur;3901;GR;100%;2763495;1188148;de;01.07.2008
Tschiertschen;7064;00;4008;Chur;3901;GR;100%;2765325;1187191;de;01.07.2008
Malix;7074;00;4009;Churwalden;3911;GR;99.11%;2759268;1187231;de;01.07.2008
Malix;7074;00;4009;Chur;3901;GR;0.89%;2759098;1189003;de;01.07.2008
Churwalden;7075;00;4010;Churwalden;3911;GR;100%;2760650;1183351;de;01.07.2008
Parpan;7076;00;4011;Churwalden;3911;GR;99.33%;2762281;1181463;de;01.07.2008
Parpan;7076;00;4011;Vaz/Obervaz;3506;GR;0.67%;2761614;1181115;de;01.07.2008
Valbella;7077;00;4012;Vaz/Obervaz;3506;GR;100%;2761357;1179788;rm;01.07.2008
Lenzerheide/Lai;7078;00;4013;Vaz/Obervaz;3506;GR;100%;2761741;1177182;multiple;01.07.2008
Vaz/Obervaz;7082;00;4014;Vaz/Obervaz;3506;GR;100%;2760051;1173844;multiple;01.07.2008
Lantsch/Lenz;7083;00;4015;Lantsch/Lenz;3513;GR;100%;2762506;1172677;multiple;01.07.2008
Brienz/Brinzauls GR;7084;00;4016;Albula/Alvra;3542;GR;100%;2764623;1170969;multiple;01.07.2008
Versam;7104;00;4032;Safiental;3672;GR;100%;2744849;1183665;de;01.07.2008
Tenna;7106;00;4035;Safiental;3672;GR;100%;2745257;1179234;de;01.07.2008
Safien Platz;7107;00;4036;Safiental;3672;GR;100%;2743572;1172719;de;01.07.2008
Thalkirch;7109;00;4038;Safiental;3672;GR;100%;2741179;1168667;de;01.07.2008
Peiden;7110;00;9005;Lumnezia;3618;GR;100%;2734359;1175815;rm;01.07.2008
Pitasch;7111;00;4057;Ilanz/Glion;3619;GR;100%;2736030;1177085;rm;01.07.2008
Duvin;7112;00;4058;Ilanz/Glion;3619;GR;100%;2735573;1175332;rm;01.07.2008
Camuns;7113;00;4059;Lumnezia;3618;GR;100%;2734474;1173959;rm;01.07.2008
Uors (Lumnezia);7114;00;4060;Lumnezia;3618;GR;100%;2733465;1173704;rm;01.07.2008
Surcasti;7115;00;4061;Lumnezia;3618;GR;100%;2732956;1173216;rm;01.07.2008
Tersnaus;7116;00;4062;Lumnezia;3618;GR;100%;2733547;1172678;rm;01.07.2008
St. Martin (Lugnez);7116;02;5973;Vals;3603;GR;100%;2734148;1169579;de;01.07.2008
Valendas;7122;00;4042;Safiental;3672;GR;99.57%;2741055;1183195;de;01.07.2008
Valendas;7122;00;4042;Ilanz/Glion;3619;GR;0.43%;2739108;1182590;de;01.07.2008
Castrisch;7126;00;4045;Ilanz/Glion;3619;GR;100%;2736908;1182103;rm;01.07.2008
Sevgein;7127;00;4055;Ilanz/Glion;3619;GR;100%;2736072;1180834;rm;01.07.2008
Riein;7128;00;4056;Ilanz/Glion;3619;GR;100%;2737292;1178651;rm;01.07.2008
Ilanz;7130;00;4047;Ilanz/Glion;3619;GR;100%;2734762;1181756;rm;01.07.2008
Schnaus;7130;02;5972;Ilanz/Glion;3619;GR;100%;2732962.212;1187183.585;rm;01.07.2008
Vals;7132;00;4083;Vals;3603;GR;100%;2733305;1164253;de;01.07.2008
Obersaxen;7134;00;4085;Obersaxen Mundaun;3988;GR;98.94%;2727469;1178992;de;01.05.2015
Obersaxen;7134;00;4085;Breil/Brigels;3981;GR;1.06%;2722154;1178410;de;01.05.2015
Flond;7137;00;4073;Obersaxen Mundaun;3988;GR;100%;2731823;1181052;rm;01.07.2008
Surcuolm;7138;00;4074;Obersaxen Mundaun;3988;GR;100%;2730146;1180062;rm;01.07.2008
Luven;7141;00;4063;Ilanz/Glion;3619;GR;100%;2734466;1180370;rm;01.07.2008
Cumbel;7142;00;4064;Lumnezia;3618;GR;100%;2733911;1176406;rm;01.07.2008
Morissen;7143;00;4065;Lumnezia;3618;GR;100%;2733138;1176776;rm;01.07.2008
Vella;7144;00;4066;Lumnezia;3618;GR;100%;2732495;1175582;rm;01.07.2008
Degen;7145;00;4067;Lumnezia;3618;GR;100%;2732297;1174387;rm;01.07.2008
Vattiz;7146;00;4068;Lumnezia;3618;GR;100%;2731397;1174437;rm;01.07.2008
Vignogn;7147;00;4069;Lumnezia;3618;GR;100%;2731308;1173472;rm;01.07.2008
Lumbrein;7148;00;4070;Lumnezia;3618;GR;100%;2729846;1171573;rm;01.07.2008
Vrin;7149;00;4072;Lumnezia;3618;GR;100%;2726833;1168214;rm;01.07.2008
Schluein;7151;00;4052;Schluein;3582;GR;100%;2736629;1183363;rm;01.07.2008
Sagogn;7152;00;4054;Sagogn;3581;GR;100%;2738760;1183906;rm;01.07.2008
Falera;7153;00;4053;Falera;3572;GR;100%;2736779;1184980;rm;01.07.2008
Ruschein;7154;00;4050;Ilanz/Glion;3619;GR;100%;2733874;1182967;rm;01.07.2008
Ladir;7155;00;4051;Ilanz/Glion;3619;GR;100%;2734557;1183547;rm;01.07.2008
Rueun;7156;00;4089;Ilanz/Glion;3619;GR;100%;2730606;1182276;rm;01.07.2008
Pigniu;7156;01;4088;Ilanz/Glion;3619;GR;100%;2728019;1185640;rm;01.07.2008
Siat;7157;00;4090;Ilanz/Glion;3619;GR;100%;2731604;1183593;rm;01.07.2008
Waltensburg/Vuorz;7158;00;4091;Breil/Brigels;3981;GR;100%;2727526;1182021;multiple;01.07.2008
Andiast;7159;00;4092;Breil/Brigels;3981;GR;100%;2727775;1183102;rm;01.07.2008
Tavanasa;7162;00;4093;Breil/Brigels;3981;GR;100%;2724357;1179590;rm;01.07.2008
Danis;7163;00;4094;Breil/Brigels;3981;GR;100%;2723464;1179485;rm;01.07.2008
Dardin;7164;00;4095;Breil/Brigels;3981;GR;100%;2722490;1179678;rm;01.07.2008
Breil/Brigels;7165;00;4096;Breil/Brigels;3981;GR;100%;2723969;1181186;multiple;01.07.2008
Trun;7166;00;4097;Trun;3987;GR;100%;2718247;1178000;rm;01.07.2008
Zignau;7167;00;4099;Trun;3987;GR;100%;2719742;1177756;rm;01.07.2008
Schlans;7168;00;4098;Trun;3987;GR;100%;2720400;1179311;rm;01.07.2008
Rabius;7172;00;4100;Sumvitg;3985;GR;96.62%;2716183;1177070;rm;01.07.2008
Rabius;7172;00;4100;Trun;3987;GR;3.38%;2716492;1177663;rm;01.07.2008
Surrein;7173;00;4119;Sumvitg;3985;GR;100%;2715389;1174635;rm;01.07.2008
S. Benedetg;7174;00;4102;Sumvitg;3985;GR;100%;2714702;1177063;rm;01.07.2008
Sumvitg;7175;00;4101;Sumvitg;3985;GR;100%;2714372;1176425;rm;01.07.2008
Cumpadials;7176;00;4120;Sumvitg;3985;GR;100%;2713278;1175372;rm;01.07.2008
Disentis/Mustér;7180;00;4104;Disentis/Mustér;3982;GR;98.56%;2708114;1173529;multiple;01.07.2008
Disentis/Mustér;7180;00;4104;Sumvitg;3985;GR;1.45%;2711791;1175085;multiple;01.07.2008
Cavardiras;7182;00;4106;Disentis/Mustér;3982;GR;100%;2710593;1173926;rm;01.07.2008
Mumpé Medel;7183;00;4107;Disentis/Mustér;3982;GR;100%;2707322;1171457;rm;01.02.2010
Curaglia;7184;00;4108;Medel (Lucmagn);3983;GR;100%;2708634;1170123;rm;01.07.2008
Platta;7185;00;4109;Medel (Lucmagn);3983;GR;100%;2707825;1166917;rm;01.07.2008
Segnas;7186;00;4110;Disentis/Mustér;3982;GR;100%;2706339;1172183;rm;01.07.2008
Camischolas;7187;00;4112;Tujetsch;3986;GR;100%;2701410;1170720;rm;01.07.2008
Sedrun;7188;00;4117;Tujetsch;3986;GR;100%;2702457;1170731;rm;01.07.2008
Rueras;7189;00;4113;Tujetsch;3986;GR;100%;2699699;1169782;rm;01.07.2008
Says;7202;00;4124;Trimmis;3945;GR;100%;2763063;1196968;de;01.07.2008
Trimmis;7203;00;4123;Trimmis;3945;GR;100%;2761763;1196539;de;01.07.2008
Untervaz;7204;00;4125;Untervaz;3946;GR;99.94%;2759827;1199545;de;01.07.2008
Untervaz;7204;00;4125;Landquart;3955;GR;0.07%;2760018;1201818;de;01.07.2008
Zizers;7205;00;4126;Zizers;3947;GR;100%;2761947;1200442;de;01.07.2008
Igis;7206;00;4127;Landquart;3955;GR;100%;2762524;1201709;de;01.07.2008
Malans GR;7208;00;4129;Malans;3954;GR;100%;2762431;1205617;de;01.07.2008
Seewis Dorf;7212;00;4130;Seewis im Prättigau;3972;GR;100%;2766781;1206891;de;01.07.2008
Seewis-Pardisla;7212;01;9239;Seewis im Prättigau;3972;GR;100%;2767133;1205428;de;01.07.2008
Seewis-Schmitten;7212;02;9240;Seewis im Prättigau;3972;GR;100%;2767668;1205665;de;01.07.2008
Valzeina;7213;00;4132;Grüsch;3961;GR;98.07%;2765148;1201581;de;01.07.2008
Valzeina;7213;00;4132;Trimmis;3945;GR;1.93%;2766481;1198137;de;01.07.2008
Grüsch;7214;00;4133;Grüsch;3961;GR;100%;2767862;1205042;de;01.07.2008
Fanas;7215;00;4134;Grüsch;3961;GR;99.24%;2769483;1206405;de;01.07.2008
Fanas;7215;00;4134;Seewis im Prättigau;3972;GR;0.76%;2768660;1209504;de;01.07.2008
Schiers;7220;00;4135;Schiers;3962;GR;100%;2771181;1204789;de;01.07.2008
Lunden;7222;00;4139;Schiers;3962;GR;59.60%;2772989;1202454;de;01.05.2015
Lunden;7222;00;4139;Luzein;3891;GR;40.40%;2773307;1201909;de;01.05.2015
Buchen im Prättigau;7223;00;4140;Luzein;3891;GR;100%;2773574;1201364;de;01.07.2008
Putz;7224;00;4141;Luzein;3891;GR;100%;2775498;1199815;de;01.07.2008
Stels;7226;00;4138;Luzein;3891;GR;80%;2775416;1203534;de;01.07.2008
Stels;7226;00;4138;Schiers;3962;GR;20%;2779222.204;1209133.028;de;01.07.2008
Fajauna;7226;02;6131;Schiers;3962;GR;100%;2772022;1204484;de;01.07.2008
Schuders;7228;00;4137;Schiers;3962;GR;100%;2774962;1207326;de;01.07.2008
Pusserein;7228;01;4142;Schiers;3962;GR;100%;2772809;1206220;de;01.07.2008
Pragg-Jenaz;7231;00;4143;Jenaz;3863;GR;100%;2772519;1201089;de;01.07.2008
Furna;7232;00;4144;Furna;3862;GR;97.90%;2769928;1200754;de;01.07.2008
Furna;7232;00;4144;Jenaz;3863;GR;2.10%;2771028;1201722;de;01.07.2008
Jenaz;7233;00;4145;Jenaz;3863;GR;100%;2773377;1199971;de;01.07.2008
Fideris;7235;00;4147;Fideris;3861;GR;100%;2775450;1198245;de;01.07.2008
Küblis;7240;00;4148;Küblis;3882;GR;89.92%;2778311;1198742;de;01.07.2008
Küblis;7240;00;4148;Luzein;3891;GR;10.08%;2777355;1198507;de;01.07.2008
Conters im Prättigau;7241;00;4155;Conters im Prättigau;3881;GR;100%;2779630;1197273;de;01.07.2008
Luzein;7242;00;4150;Luzein;3891;GR;100%;2777073;1199241;de;01.07.2008
Pany;7243;00;4151;Luzein;3891;GR;100%;2777049;1200422;de;01.07.2008
Gadenstätt;7244;00;4152;Luzein;3891;GR;100%;2779274;1201804;de;01.07.2008
Ascharina;7245;00;4153;Luzein;3891;GR;100%;2780405;1203469;de;01.07.2008
St. Antönien;7246;00;4154;Luzein;3891;GR;100%;2781838;1205239;de;01.07.2008
Saas im Prättigau;7247;00;4156;Klosters;3871;GR;100%;2780799;1198318;de;01.07.2008
Serneus;7249;00;4158;Klosters;3871;GR;100%;2782993;1196187;de;01.07.2008
Klosters;7250;00;4159;Klosters;3871;GR;100%;2786852;1193706;de;01.07.2008
Klosters Dorf;7252;00;4162;Klosters;3871;GR;100%;2785440;1195529;de;01.07.2008
Davos Dorf;7260;00;4163;Davos;3851;GR;99.94%;2783773;1186653;de;01.07.2008
Davos Dorf;7260;00;4163;Arosa;3921;GR;0.06%;2779747;1189739;de;01.07.2008
Davos Wolfgang;7265;00;4166;Davos;3851;GR;97.71%;2784727;1189970;de;01.07.2008
Davos Wolfgang;7265;00;4166;Klosters;3871;GR;2.29%;2785799;1191870;de;01.07.2008
Davos Platz;7270;00;4167;Davos;3851;GR;100%;2781961;1185261;de;01.07.2008
Davos Clavadel;7272;00;4174;Davos;3851;GR;100%;2782624;1181274;de;01.07.2008
Davos Frauenkirch;7276;00;4176;Davos;3851;GR;100%;2779758;1181960;de;01.07.2008
Davos Glaris;7277;00;4177;Davos;3851;GR;100%;2779079;1179740;de;01.07.2008
Davos Monstein;7278;00;4178;Davos;3851;GR;100%;2778492;1176071;de;01.07.2008
Landquart;7302;00;4180;Landquart;3955;GR;87.66%;2761716;1203458;de;01.07.2008
Landquart;7302;00;4180;Zizers;3947;GR;8.93%;2760954;1203500;de;01.07.2008
Landquart;7302;00;4180;Maienfeld;3953;GR;3.41%;2760933;1204308;de;01.07.2008
Mastrils;7303;00;4181;Landquart;3955;GR;100%;2760183;1203864;de;01.07.2008
Maienfeld;7304;00;4182;Maienfeld;3953;GR;99.47%;2759279;1208385;de;01.07.2008
Maienfeld;7304;00;4182;Fläsch;3951;GR;0.53%;2762450.142;1212294.601;de;01.07.2008
Fläsch;7306;00;4183;Fläsch;3951;GR;100%;2757687;1210492;de;01.07.2008
Jenins;7307;00;4184;Jenins;3952;GR;100%;2761137;1207676;de;01.07.2008
Bad Ragaz;7310;00;4185;Bad Ragaz;3291;SG;100%;2756846;1208280;de;01.07.2008
Pfäfers;7312;00;4192;Pfäfers;3294;SG;100%;2756866;1206387;de;01.07.2008
St. Margrethenberg;7313;00;4193;Pfäfers;3294;SG;98.10%;2757562;1205109;de;01.07.2008
St. Margrethenberg;7313;00;4193;Landquart;3955;GR;1.90%;2758494;1203119;de;01.07.2008
Vadura;7314;00;4190;Pfäfers;3294;SG;100%;2755840;1202708;de;01.07.2008
Vättis;7315;00;4191;Pfäfers;3294;SG;79.95%;2752460;1197528;de;01.07.2008
Vättis;7315;00;4191;Tamins;3733;GR;20.05%;2750378;1193196;de;01.07.2008
Valens;7317;00;4188;Pfäfers;3294;SG;87.38%;2755214;1204273;de;01.07.2008
Valens;7317;00;4188;Bad Ragaz;3291;SG;12.62%;2755431;1206939;de;01.07.2008
Vasön;7317;03;4189;Pfäfers;3294;SG;100%;2754986;1202276;de;01.07.2008
Sargans;7320;00;4194;Sargans;3296;SG;99.96%;2752050;1212850;de;01.07.2008
Sargans;7320;00;4194;Wartau;3276;SG;0.05%;2754407;1214971;de;01.07.2008
Wangs;7323;00;4198;Vilters-Wangs;3297;SG;100%;2751481;1210665;de;01.07.2008
Vilters;7324;00;4199;Vilters-Wangs;3297;SG;100%;2753025;1210324;de;01.07.2008
Schwendi im Weisstannental;7325;00;4196;Mels;3293;SG;100%;2746373;1208399;de;01.07.2008
Weisstannen;7326;00;4197;Mels;3293;SG;100%;2744229;1206014;de;01.07.2008
Bonaduz;7402;00;4200;Bonaduz;3721;GR;97.98%;2749497;1186334;de;01.07.2008
Bonaduz;7402;00;4200;Safiental;3672;GR;2.02%;2746653;1182303;de;01.07.2008
Rhäzüns;7403;00;4201;Rhäzüns;3723;GR;100%;2749484;1184915;rm;01.07.2008
Feldis/Veulden;7404;00;4202;Domleschg;3673;GR;100%;2752231;1184579;multiple;01.07.2008
Rothenbrunnen;7405;00;4203;Rothenbrunnen;3637;GR;96.24%;2751855;1181589;rm;01.07.2008
Rothenbrunnen;7405;00;4203;Cazis;3661;GR;3.76%;2751237;1181315;rm;01.07.2008
Trans;7407;00;4219;Domleschg;3673;GR;100%;2754869;1180974;rm;01.07.2008
Cazis;7408;00;4207;Cazis;3661;GR;100%;2752119;1176986;rm;01.07.2008
Sils im Domleschg;7411;00;4209;Sils im Domleschg;3640;GR;100%;2754163;1174430;de;01.07.2008
Scharans;7412;00;4210;Scharans;3638;GR;100%;2754442;1175978;rm;01.07.2008
Fürstenaubruck;7413;00;4211;Fürstenau;3633;GR;100%;2753830;1175582;rm;01.07.2008
Fürstenau;7414;00;4213;Fürstenau;3633;GR;100%;2753654;1176365;rm;01.07.2008
Rodels;7415;00;4215;Domleschg;3673;GR;92.91%;2753235;1178107;rm;01.07.2008
Rodels;7415;00;4215;Cazis;3661;GR;7.09%;2752443;1177881;rm;01.07.2008
Pratval;7415;02;5974;Domleschg;3673;GR;100%;2753421;1177608;rm;01.07.2008
Almens;7416;00;4217;Domleschg;3673;GR;100%;2754178;1178197;rm;01.07.2008
Paspels;7417;00;4218;Domleschg;3673;GR;100%;2753235;1179446;rm;01.07.2008
Tumegl/Tomils;7418;00;4220;Domleschg;3673;GR;100%;2753078;1180942;multiple;01.07.2008
Scheid;7419;00;4221;Domleschg;3673;GR;100%;2753617;1183127;rm;01.07.2008
Summaprada;7421;00;4232;Cazis;3661;GR;86.43%;2752401;1175537;de;01.07.2008
Summaprada;7421;00;4232;Masein;3663;GR;13.58%;2752227;1175160;de;01.07.2008
Tartar;7422;00;4233;Cazis;3661;GR;100%;2751430;1176077;rm;01.07.2008
Sarn;7423;00;4234;Cazis;3661;GR;100%;2750239;1176251;rm;01.07.2008
Portein;7423;02;5975;Cazis;3661;GR;100%;2749160;1175358;rm;01.07.2008
Präz;7424;00;4235;Cazis;3661;GR;100%;2750183;1178547;rm;01.07.2008
Dalin;7424;01;4236;Cazis;3661;GR;100%;2750212;1177858;rm;01.07.2008
Masein;7425;00;4226;Masein;3663;GR;100%;2752191;1174132;de;01.07.2008
Flerden;7426;00;4227;Flerden;3662;GR;100%;2750486;1174206;rm;01.07.2008
